order,trial_index,time_elapsed,cwid,StartTime,EndTime,rt,word_pair,answer,SHに基づく得点,SH：補足,PickedSample,Classification_ksm,Classification_oka,ageement,CR_ksm,CR_oka,FinalRating,Note_ksm,Note_oka
919,8,274569,4421182,44928.92716,44928.94025,39273,道 - 川,自然の中に存在し、果てしなく長い,1,自然の中に存在/果てしないはKHにない,0,,1,,,,1,,
920,9,306099,4421182,44928.92716,44928.94025,31525,愛 - 薬物,時として人の心を惑わす存在,1,NA,0,,1,,,,1,,
921,10,338616,4421182,44928.92716,44928.94025,32514,山 - 障害物,険しい,1,難しいの亜種,0,,1,,,,1,,
922,11,357618,4421182,44928.92716,44928.94025,18999,輪っか - ネックレス,丸い,2,NA,0,,2,,,,2,,
923,12,377960,4421182,44928.92716,44928.94025,20334,孤独 - 砂漠,乾いた状態,0,乾いたは孤独側の盗聴,0,,0,,,,0,,
924,13,471232,4421182,44928.92716,44928.94025,93269,なぞなぞ - 迷宮,人を迷わせる,1,混乱するあたりと同じか; SHにはない,0,,1,,,,1,,
925,14,510210,4421182,44928.92716,44928.94025,38974,時間 - 川,連続性があり戻ることができない,1,連続すると同義,0,,1,,,,1,,
926,15,559337,4421182,44928.92716,44928.94025,49123,会社 - 木,人々にとって大事な要素,0,どういう点で大事な要素かが書かれていない,1,1,0,0,0,0,0,,どういう点で大事な要素かが書かれていない→過度に一般化された回答は採点基準で0とするように変更(v5.1)
927,16,573065,4421182,44928.92716,44928.94025,13725,酒場 - 教会,人々が集まる場所,2,NA,0,,2,,,,2,,
928,17,613476,4421182,44928.92716,44928.94025,40406,理論 - 建物,計算で成り立っている,1,アイデアから生まれるとかと同義,1,1,1,1,,,1,,アイデアから生まれるとかと同義
929,18,641096,4421182,44928.92716,44928.94025,27618,ダイヤモンド - 雪片,輝いていて美しい,1,NA,0,,1,,,,1,,
930,19,663025,4421182,44928.92716,44928.94025,21874,記憶 - 牢獄,閉じ込められている,2,NA,0,,2,,,,2,,
931,20,798840,4421182,44928.92716,44928.94025,135813,鍵 - 答え,合致する点,1,SHにないが部分的特徴は捉えている,0,,1,,,,1,,
932,21,835339,4421182,44928.92716,44928.94025,36496,結婚 - 合金,輝かしさ,1,SHにないが部分的特徴は捉えている,1,1,1,1,,,1,,SHにないが部分的特徴は捉えている
933,22,913334,4421182,44928.92716,44928.94025,77992,思考 - 網,シナプスのように張り巡らされている,2,NA,1,2,2,1,,,2,,NA
934,23,1067109,4421182,44928.92716,44928.94025,153771,学位 - 橋,そこを人が通るところ,2,NA,0,,2,,,,2,,
935,24,1105035,4421182,44928.92716,44928.94025,37923,美術館 - 墓,人が静かに集まる場所,1,NA,0,,1,,,,1,,
936,25,1122806,4421182,44928.92716,44928.94025,17768,若者 - 鳥,落ち着きがない,1,部分的な一致,0,,1,,,,1,,
937,2,40951,4922243,44928.92594,44928.94045,27075,鳥 - 飛行機,空中を移動する,2,飛ぶと同義,0,,2,,,,2,,
938,3,99575,4922243,44928.92594,44928.94045,58560,剣 - 拳銃,他者を威嚇する,1,NA,0,,1,,,,1,,
939,4,124863,4922243,44928.92594,44928.94045,25277,みかん - ボール,転がる,1,KHにはない基準,0,,1,,,,1,,
940,5,154664,4922243,44928.92594,44928.94045,29790,太陽 - 電球,空間を照らす,2,NA,0,,2,,,,2,,
941,6,203855,4922243,44928.92594,44928.94045,49182,紙 - 葉っぱ,薄く折れ曲がる,1,折れ曲がるも薄いと胴着か,0,,1,,,,1,,
942,7,235663,4922243,44928.92594,44928.94045,31799,山頂 - 針,先端が危険,1,KHにない,0,,1,,,,1,,
943,8,266783,4922243,44928.92594,44928.94045,31113,道 - 川,流れがある,1,NA,0,,1,,,,1,,
944,9,366159,4922243,44928.92594,44928.94045,99366,愛 - 薬物,終着点である,0,わからんでもないが,1,1,0,0,0,0,0,,わからんでもないが→基準表にない
945,10,387687,4922243,44928.92594,44928.94045,21518,山 - 障害物,いばらの道,1,SHにない,1,1,1,1,,,1,,SHにない
946,11,450047,4922243,44928.92594,44928.94045,62350,輪っか - ネックレス,繋ぎとめて活用するもの,1,つながっているはSHにない,0,,1,,,,1,,
947,12,476446,4922243,44928.92594,44928.94045,26391,孤独 - 砂漠,孤立無援,2,孤立しているの同義,0,,2,,,,2,,
948,13,508091,4922243,44928.92594,44928.94045,31635,なぞなぞ - 迷宮,新たな探求,1,SHにない,1,1,1,1,,,1,,SHにない
949,14,606662,4922243,44928.92594,44928.94045,98565,時間 - 川,不可抗力,1,止められないと同義,1,1,1,1,,,1,,止められないと同義
950,15,638821,4922243,44928.92594,44928.94045,32151,会社 - 木,根っこが大事である,1,強い基盤/土台を持つと同じか？; SHにない,0,,1,,,,1,,
951,16,658373,4922243,44928.92594,44928.94045,19542,酒場 - 教会,癒しの場所,1,NA,0,,1,,,,1,,
952,17,708608,4922243,44928.92594,44928.94045,50223,理論 - 建物,構築の結晶,2,構築されるものと同義か,1,2,2,1,,,2,,構築されるものと同義か
953,18,733311,4922243,44928.92594,44928.94045,24693,ダイヤモンド - 雪片,自然の結晶,2,結晶について言及されているため,0,,2,,,,2,,
954,19,855583,4922243,44928.92594,44928.94045,122236,記憶 - 牢獄,原点回帰,0,意味不明,0,,0,,,,0,,
955,20,1035791,4922243,44928.92594,44928.94045,180200,鍵 - 答え,仕掛けがある,0,説明不足,0,,0,,,,0,,
956,21,1056375,4922243,44928.92594,44928.94045,20574,結婚 - 合金,表裏一体,0,意味不明,0,,0,,,,0,,
957,22,1108967,4922243,44928.92594,44928.94045,52583,思考 - 網,点と点を結ぶ線,1,つながっていると同義か,0,,1,,,,1,,
958,23,1155949,4922243,44928.92594,44928.94045,46975,学位 - 橋,高さがある,1,NA,0,,1,,,,1,,
959,24,1204213,4922243,44928.92594,44928.94045,48254,美術館 - 墓,遺品,1,遺品がある場合もあり,0,,1,,,,1,,
960,25,1250647,4922243,44928.92594,44928.94045,46424,若者 - 鳥,巣立ち,2,NA,0,,2,,,,2,,
961,2,140938,3954203,44928.92696,44928.9405,48344,鳥 - 飛行機,どちらも飛ぶという点で似ている,2,NA,0,,2,,,,2,,
962,3,168142,3954203,44928.92696,44928.9405,27197,剣 - 拳銃,どちらも攻撃する道具という点で似ている,1,NA,0,,1,,,,1,,
963,4,184442,3954203,44928.92696,44928.9405,16294,みかん - ボール,どちらも丸いものという点で似ている,1,NA,0,,1,,,,1,,
964,5,201929,3954203,44928.92696,44928.9405,17482,太陽 - 電球,どちらも明るく照らすという点で似ている,2,NA,1,2,2,1,,,2,,NA
965,6,245850,3954203,44928.92696,44928.9405,43908,紙 - 葉っぱ,どちらも木から成り立っているものという点で似ている,2,木製というと2→木から成り立つも2,1,2,2,1,,,2,,木製というと2→木から成り立つも2
966,7,300051,3954203,44928.92696,44928.9405,54195,山頂 - 針,どちらもてっぺんがあるという点で似ている,0,針にてっぺんはない,0,,0,,,,0,,
967,8,327815,3954203,44928.92696,44928.9405,27753,道 - 川,どちらもある物体が流れるという点で似ている,1,NA,0,,1,,,,1,,
968,9,375178,3954203,44928.92696,44928.9405,47351,愛 - 薬物,人間にとって不可欠なものという点で似ている,1,NA,0,,1,,,,1,,
969,10,401661,3954203,44928.92696,44928.9405,26471,山 - 障害物,どちらも越えるものという点で似ている,2,NA,0,,2,,,,2,,
970,11,434507,3954203,44928.92696,44928.9405,32838,輪っか - ネックレス,どちらも掛けるものという点で似ている,1,首が限定されていないからありか,0,,1,,,,1,,
971,12,461259,3954203,44928.92696,44928.9405,26746,孤独 - 砂漠,無味乾燥した状態という意味で似ている,1,不毛だと近いか（語のセンスは良いが）,0,,1,,,,1,,
972,13,513382,3954203,44928.92696,44928.9405,52118,なぞなぞ - 迷宮,入り込んでしまうと抜けられないという点で似ている,1,挑戦的だと似ているか; SHにない,0,,1,,,,2,,ハマったら抜け出せないと同義（2023/2/19）
973,14,534546,3954203,44928.92696,44928.9405,21153,時間 - 川,どちらも流れるものという点で似ている,2,NA,0,,2,,,,2,,
974,15,633786,3954203,44928.92696,44928.9405,99234,会社 - 木,大きな本体がありそれに付随して小さい構成物があるという点で似ている,2,階層的だと同義か,0,,2,,,,2,,
975,16,661154,3954203,44928.92696,44928.9405,27355,酒場 - 教会,人々が好んで集う場所という点で似ている,2,NA,0,,2,,,,2,,
976,17,693202,3954203,44928.92696,44928.9405,32042,理論 - 建物,どちらも組み立てていくものという点で似ている,2,構築と同義か,0,,2,,,,2,,
977,18,776829,3954203,44928.92696,44928.9405,83621,ダイヤモンド - 雪片,ミクロで見れば結晶構造を持っているという点で似ている,2,NA,1,2,2,1,,,2,,NA
978,19,817158,3954203,44928.92696,44928.9405,40317,記憶 - 牢獄,閉じ込めたり開放したりする場所という点で似ている,2,NA,0,,2,,,,2,,
979,20,917934,3954203,44928.92696,44928.9405,100763,鍵 - 答え,問題を解くものという点で似ている,1,NA,1,,1,,,,1,,
980,21,954478,3954203,44928.92696,44928.9405,36533,結婚 - 合金,異なったものが合わさるという点で似ている,2,NA,0,,2,,,,2,,
981,22,985246,3954203,44928.92696,44928.9405,30755,思考 - 網,張り巡らすという点で似ている,2,NA,0,,2,,,,2,,
982,23,1015518,3954203,44928.92696,44928.9405,30263,学位 - 橋,渡すものという点で似ている,2,NA,0,,2,,,,2,,
983,24,1091294,3954203,44928.92696,44928.9405,75771,美術館 - 墓,並べて置いておくという点で似ている,1,展示すると同義か,0,,1,,,,1,,
984,25,1168122,3954203,44928.92696,44928.9405,76817,若者 - 鳥,自由に動き回れるという点で似ている,1,NA,0,,1,,,,1,,
985,2,204136,1167092,44928.92892,44928.94058,139992,鳥 - 飛行機,空高く、しかも長く飛ぶことができます。,2,より抽象的な内容についての言及がある,0,,2,,,,2,,
986,3,222531,1167092,44928.92892,44928.94058,18388,剣 - 拳銃,相手を傷つけることができます。,1,NA,1,1,1,1,,,1,,NA
987,4,278758,1167092,44928.92892,44928.94058,56223,みかん - ボール,形が丸くて、手で持てる大きさです。,1,手で持てる大きさはない,0,,1,,,,1,,
988,5,326410,1167092,44928.92892,44928.94058,47646,太陽 - 電球,とてもまぶしくて、直接見るのが難しいです。,1,まぶしいはひかる下位概念,0,,1,,,,1,,
989,6,353730,1167092,44928.92892,44928.94058,27314,紙 - 葉っぱ,薄くて、平べったいです。,1,NA,0,,1,,,,1,,
990,7,381410,1167092,44928.92892,44928.94058,27674,山頂 - 針,とがっています。,2,NA,0,,2,,,,2,,
991,8,409979,1167092,44928.92892,44928.94058,28562,道 - 川,くねくねと曲がっていて、しかも長いです。,1,クネクネ曲がるはKHにない,0,,1,,,,1,,
992,9,437306,1167092,44928.92892,44928.94058,27319,愛 - 薬物,人間を夢中にさせます。,2,"2点とした（1→2, v3）",1,2,2,1,,,2,,"2点とした（1→2, v3）"
993,10,462714,1167092,44928.92892,44928.94058,25403,山 - 障害物,乗り越えるのが難しいです。,2,NA,0,,2,,,,2,,
994,11,488650,1167092,44928.92892,44928.94058,25929,輪っか - ネックレス,丸くて、首にかけることができます。,2,丸いが上位概念か,0,,2,,,,2,,
995,12,545166,1167092,44928.92892,44928.94058,56511,孤独 - 砂漠,さみしい感じがします。,1,NA,1,,1,,,,1,,
996,13,599997,1167092,44928.92892,44928.94058,54826,なぞなぞ - 迷宮,よく分からないので、迷います。,1,混乱すると同義か; SHにない,0,,1,,,,1,,
997,14,616145,1167092,44928.92892,44928.94058,16143,時間 - 川,ずっと流れていきます。,2,NA,1,2,2,1,,,2,,NA
998,15,667344,1167092,44928.92892,44928.94058,51196,会社 - 木,伸びていきます。,1,成長すると同義か,0,,1,,,,1,,
999,16,698096,1167092,44928.92892,44928.94058,30746,酒場 - 教会,人が集まって、にぎやかになります。,2,人が集まるが上位概念,0,,2,,,,2,,
1000,17,715832,1167092,44928.92892,44928.94058,17731,理論 - 建物,基礎が大切です。,2,基盤があると同義か,0,,2,,,,2,,
1001,18,739044,1167092,44928.92892,44928.94058,23205,ダイヤモンド - 雪片,キラキラと輝いています。,1,NA,0,,1,,,,1,,
1002,19,775980,1167092,44928.92892,44928.94058,36930,記憶 - 牢獄,閉じ込めておくものです。,2,NA,0,,2,,,,2,,
1003,20,842324,1167092,44928.92892,44928.94058,66339,鍵 - 答え,無くてはならない、大切なものです。,1,SHにないが,0,,1,,,,1,,
1004,21,901771,1167092,44928.92892,44928.94058,59442,結婚 - 合金,貴重なものです。,1,SHにないが部分的特徴は捉えている,0,,1,,,,1,,
1005,22,915283,1167092,44928.92892,44928.94058,13507,思考 - 網,張り巡らすものです。,2,NA,0,,2,,,,2,,
1006,23,952619,1167092,44928.92892,44928.94058,37332,学位 - 橋,無くてはならないものです。,1,日本社会においては部分的な特徴が一致,0,,1,,,,1,,
1007,24,969932,1167092,44928.92892,44928.94058,17308,美術館 - 墓,訪れたいところです。,1,部分的特徴が一致する,0,,1,,,,1,,
1008,25,1004243,1167092,44928.92892,44928.94058,34308,若者 - 鳥,上昇志向があるところです。,1,上昇していくは部分的な一致,0,,1,,,,1,,
1009,2,100662,2511054,44928.92966,44928.94059,17889,鳥 - 飛行機,両方とも空を飛ぶ,2,NA,0,,2,,,,2,,
1010,3,122915,2511054,44928.92966,44928.94059,22251,剣 - 拳銃,両方とも武器である,2,NA,0,,2,,,,2,,
1011,4,134455,2511054,44928.92966,44928.94059,11538,みかん - ボール,球体である,2,NA,1,2,2,1,,,2,,NA
1012,5,161607,2511054,44928.92966,44928.94059,27149,太陽 - 電球,明るく光り輝くもの,1,NA,0,,1,,,,1,,
1013,6,171639,2511054,44928.92966,44928.94059,10029,紙 - 葉っぱ,うすっぺらいもの,1,NA,0,,1,,,,1,,
1014,7,201309,2511054,44928.92966,44928.94059,29667,山頂 - 針,頂点を持っている,1,NA,1,1,1,1,,,1,,NA
1015,8,251808,2511054,44928.92966,44928.94059,50497,道 - 川,大地の上に長く続いて存在している,1,NA,0,,1,,,,1,,
1016,9,281674,2511054,44928.92966,44928.94059,29863,愛 - 薬物,人を多幸感に導く,1,NA,1,1,1,1,,,1,,NA
1017,10,304272,2511054,44928.92966,44928.94059,22596,山 - 障害物,通行の妨げになる,2,NA,0,,2,,,,2,,
1018,11,396955,2511054,44928.92966,44928.94059,92680,輪っか - ネックレス,円状でドーナツ型になっているもの,2,円形の亜種,0,,2,,,,2,,
1019,12,452558,2511054,44928.92966,44928.94059,55601,孤独 - 砂漠,人が周りにいなくて寂しげな状態,2,周りに人がいないが上位概念,0,,2,,,,2,,
1020,13,505062,2511054,44928.92966,44928.94059,52501,なぞなぞ - 迷宮,頭を使って解決する必要がある課題である,2,答えを出すは解決できるか; SHにない,0,,2,,,,2,,
1021,14,529557,2511054,44928.92966,44928.94059,24493,時間 - 川,継続的に流れているもの,2,NA,0,,2,,,,2,,
1022,15,567559,2511054,44928.92966,44928.94059,37999,会社 - 木,しっかりと根をはらないと倒れてしまうもの,1,倒れてしまうはSHにはないが部分的特徴があっている,1,1,1,1,,,1,,倒れてしまうはSHにはないが部分的特徴があっている
1023,16,596778,2511054,44928.92966,44928.94059,29216,酒場 - 教会,人々が集い和気あいあいと話し込む場所,2,人が集いが上位互換,0,,2,,,,2,,
1024,17,625694,2511054,44928.92966,44928.94059,28914,理論 - 建物,構築過程が重要であるもの,2,構築されるものという前提がある,0,,2,,,,2,,
1025,18,644645,2511054,44928.92966,44928.94059,18948,ダイヤモンド - 雪片,きらきらと輝くもの,1,NA,0,,1,,,,1,,
1026,19,724109,2511054,44928.92966,44928.94059,79461,記憶 - 牢獄,柵があってしっかりと詰め込まれている,1,ものを保存するどと同義か,0,,1,,,,1,,
1027,20,752774,2511054,44928.92966,44928.94059,28663,鍵 - 答え,何事かを解決に導くもの,1,NA,0,,1,,,,1,,
1028,21,800267,2511054,44928.92966,44928.94059,47490,結婚 - 合金,違う性質をもつ二つの物体が一緒になること,2,NA,0,,2,,,,2,,
1029,22,849058,2511054,44928.92966,44928.94059,48788,思考 - 網,細かく広く編み込まれている感じ,2,v3で2点に変更,0,,2,,,,2,,
1030,23,898647,2511054,44928.92966,44928.94059,49587,学位 - 橋,次のステップ・フェイズに導いてくれるもの,2,次につながるは新規項目か,0,,2,,,,2,,
1031,24,919251,2511054,44928.92966,44928.94059,20601,美術館 - 墓,過去の遺産が眠る場所,2,眠る場所,0,,2,,,,2,,
1032,25,939633,2511054,44928.92966,44928.94059,20380,若者 - 鳥,自由に空を羽ばたける者,2,NA,0,,2,,,,2,,
1033,2,39824,2600289,44928.93352,44928.94118,22444,鳥 - 飛行機,翼があること、空を飛ぶこと,2,共通点の後に、抽象的な内容についての言及がある,0,,2,,,,2,,
1034,3,60669,2600289,44928.93352,44928.94118,20839,剣 - 拳銃,人を殺せること、武器として使うこと,2,抽象的な概念についての説明がある,0,,2,,,,2,,
1035,4,71446,2600289,44928.93352,44928.94118,10772,みかん - ボール,丸い形,1,NA,0,,1,,,,1,,
1036,5,88659,2600289,44928.93352,44928.94118,17208,太陽 - 電球,光をもたらしてくれる,2,もたらす＝放つ,0,,2,,,,2,,
1037,6,108624,2600289,44928.93352,44928.94118,19960,紙 - 葉っぱ,薄っぺらいこと、破くことができること,1,NA,0,,1,,,,1,,
1038,7,117401,2600289,44928.93352,44928.94118,8773,山頂 - 針,先がとんがっていること,2,NA,0,,2,,,,2,,
1039,8,150511,2600289,44928.93352,44928.94118,33107,道 - 川,細長く続いてること,1,NA,0,,1,,,,1,,
1040,9,160170,2600289,44928.93352,44928.94118,9655,愛 - 薬物,依存性があること,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1041,10,179700,2600289,44928.93352,44928.94118,19526,山 - 障害物,乗り越えなくてはゴールが目指せないこと,2,NA,0,,2,,,,2,,
1042,11,196590,2600289,44928.93352,44928.94118,16885,輪っか - ネックレス,円形,2,NA,0,,2,,,,2,,
1043,12,223449,2600289,44928.93352,44928.94118,26854,孤独 - 砂漠,周りに助けをえることが難しいこと,2,人がいないと同様の上位概念,0,,2,,,,2,,
1044,13,253020,2600289,44928.93352,44928.94118,29566,なぞなぞ - 迷宮,一筋縄では解けないこと,1,挑戦的だと同義か,0,,1,,,,1,,
1045,14,274132,2600289,44928.93352,44928.94118,21109,時間 - 川,誰にも止めることができないこと,1,NA,0,,1,,,,1,,
1046,15,312929,2600289,44928.93352,44928.94118,38793,会社 - 木,小さい芽から育てなくてはいけないこと,1,NA,0,,1,,,,1,,
1047,16,341434,2600289,44928.93352,44928.94118,28500,酒場 - 教会,人が集まるところ,2,NA,0,,2,,,,2,,
1048,17,409702,2600289,44928.93352,44928.94118,68264,理論 - 建物,正しいこと,0,正しいとは限らないし、建物にあてはまらない,0,,0,,,,0,,
1049,18,445473,2600289,44928.93352,44928.94118,35766,ダイヤモンド - 雪片,輝いていること,1,NA,0,,1,,,,1,,
1050,19,473200,2600289,44928.93352,44928.94118,27722,記憶 - 牢獄,辛いことも忘れることがなかなかできないこと,0,牢獄のほうの特徴を捉えていない,1,2,0,0,2,2,2,,牢獄のほうの特徴を捉えていない→捉えてはなさないの同義
1051,20,523117,2600289,44928.93352,44928.94118,49912,鍵 - 答え,扉を開けること,1,NA,0,,1,,,,1,,
1052,21,558290,2600289,44928.93352,44928.94118,35169,結婚 - 合金,合わさること,2,NA,0,,2,,,,2,,
1053,22,575028,2600289,44928.93352,44928.94118,16734,思考 - 網,手繰り寄せること,1,新規項目,0,,1,,,,1,,
1054,23,600460,2600289,44928.93352,44928.94118,25428,学位 - 橋,高いところに上り詰めること,1,そういう橋があるのは事実,0,,1,,,,1,,
1055,24,619385,2600289,44928.93352,44928.94118,18920,美術館 - 墓,静かなとこ,1,NA,0,,1,,,,1,,
1056,25,657808,2600289,44928.93352,44928.94118,38419,若者 - 鳥,志が高いこと,1,上昇志向と同じか,0,,1,,,,1,,
1057,2,42232,519932,44928.92986,44928.94139,18511,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
1058,3,60731,519932,44928.92986,44928.94139,18496,剣 - 拳銃,傷つける,1,NA,1,1,1,1,,,1,,NA
1059,4,68292,519932,44928.92986,44928.94139,7559,みかん - ボール,球形,2,NA,0,,2,,,,2,,
1060,5,74821,519932,44928.92986,44928.94139,6527,太陽 - 電球,光る,2,NA,0,,2,,,,2,,
1061,6,85101,519932,44928.92986,44928.94139,10278,紙 - 葉っぱ,薄っぺらい,1,NA,0,,1,,,,1,,
1062,7,94311,519932,44928.92986,44928.94139,9208,山頂 - 針,先が尖っている,2,NA,0,,2,,,,2,,
1063,8,118812,519932,44928.92986,44928.94139,24499,道 - 川,進むことができる,2,進むことができるは、移動できるの同義語か,1,1,2,0,2,2,2,,進むことができるは、移動できるの同義語か
1064,9,144712,519932,44928.92986,44928.94139,25898,愛 - 薬物,中毒になる,2,NA,0,,2,,,,2,,
1065,10,162101,519932,44928.92986,44928.94139,17387,山 - 障害物,向こうが見えない,1,乗り越える対象とはことなる; SH,0,,1,,,,1,,
1066,11,183141,519932,44928.92986,44928.94139,21038,輪っか - ネックレス,端がない,1,終わりがないの亜種,1,1,1,1,,,1,,終わりがないの亜種
1067,12,192541,519932,44928.92986,44928.94139,9398,孤独 - 砂漠,何もない,2,NA,0,,2,,,,2,,
1068,13,221722,519932,44928.92986,44928.94139,29179,なぞなぞ - 迷宮,答えにたどり着くことが容易ではない,2,解決できると同義か; SHにはない,0,,2,,,,2,,
1069,14,228002,519932,44928.92986,44928.94139,6278,時間 - 川,流れる,2,NA,0,,2,,,,2,,
1070,15,263942,519932,44928.92986,44928.94139,35938,会社 - 木,拠り所,1,一般的な回答かはわからない,0,,1,,,,1,,
1071,16,270633,519932,44928.92986,44928.94139,6689,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
1072,17,309413,519932,44928.92986,44928.94139,38777,理論 - 建物,土台になる基礎がある,2,NA,0,,2,,,,2,,
1073,18,329812,519932,44928.92986,44928.94139,20397,ダイヤモンド - 雪片,結晶の形が似ている,2,結晶構造と同義か,0,,2,,,,2,,
1074,19,390823,519932,44928.92986,44928.94139,61009,記憶 - 牢獄,何かを閉じ込めるところ,2,NA,1,2,2,1,,,2,,NA
1075,20,603194,519932,44928.92986,44928.94139,212368,鍵 - 答え,どちらも目的にたどり着くために必要,2,目標を達成すると同義か,0,,2,,,,2,,
1076,21,636564,519932,44928.92986,44928.94139,33368,結婚 - 合金,違ったものをくっつける,2,NA,1,2,2,1,,,2,,NA
1077,22,667814,519932,44928.92986,44928.94139,31248,思考 - 網,どちらも張り巡らせるところ,2,NA,0,,2,,,,2,,
1078,23,944975,519932,44928.92986,44928.94139,277159,学位 - 橋,似ていない,0,わかっていない回答,0,,0,,,,0,,
1079,24,972236,519932,44928.92986,44928.94139,27258,美術館 - 墓,集められている,1,物/人が集められているは1の典型,0,,1,,,,1,,
1080,25,988886,519932,44928.92986,44928.94139,16648,若者 - 鳥,自由に羽ばたくところ,2,NA,0,,2,,,,2,,
1081,2,44032,149507,44928.92659,44928.9417,22320,鳥 - 飛行機,空を飛べる,2,NA,1,2,2,1,,,2,,NA
1082,3,76920,149507,44928.92659,44928.9417,32877,剣 - 拳銃,人を攻撃することができる,1,NA,0,,1,,,,1,,
1083,4,87664,149507,44928.92659,44928.9417,10735,みかん - ボール,丸い。,1,NA,0,,1,,,,1,,
1084,5,102096,149507,44928.92659,44928.9417,14423,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
1085,6,117304,149507,44928.92659,44928.9417,15200,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
1086,7,136415,149507,44928.92659,44928.9417,19103,山頂 - 針,先が細い,1,鋭さがない,0,,1,,,,1,,
1087,8,197334,149507,44928.92659,44928.9417,60913,道 - 川,細長くてどこまでも続く,1,NA,0,,1,,,,1,,
1088,9,226853,149507,44928.92659,44928.9417,29507,愛 - 薬物,味わったらやめられない,2,"2点とした（1→2, v3）",1,2,2,1,,,2,,"2点とした（1→2, v3）"
1089,10,254949,149507,44928.92659,44928.9417,28089,山 - 障害物,超えるのに大変なもの,2,NA,0,,2,,,,2,,
1090,11,275271,149507,44928.92659,44928.9417,20308,輪っか - ネックレス,丸くなっている,2,NA,0,,2,,,,2,,
1091,12,319509,149507,44928.92659,44928.9417,44225,孤独 - 砂漠,なかなか抜け出せない,1,広大だの同義か,1,,1,,,,1,,
1092,13,411434,149507,44928.92659,44928.9417,91919,なぞなぞ - 迷宮,解決するとすっきりする,2,解決できると同義か; SHにはない,0,,2,,,,2,,
1093,14,471035,149507,44928.92659,44928.9417,59593,時間 - 川,長くて果てしない,1,終わらないと同義,0,,1,,,,1,,
1094,15,496474,149507,44928.92659,44928.9417,25433,会社 - 木,努力次第で大きく育つ,1,NA,1,1,1,1,,,1,,NA
1095,16,533594,149507,44928.92659,44928.9417,37113,酒場 - 教会,通うことができる,1,SHにないが部分的な特徴が一致,0,,1,,,,1,,
1096,17,571978,149507,44928.92659,44928.9417,38377,理論 - 建物,組み立てる,2,NA,0,,2,,,,2,,
1097,18,583025,149507,44928.92659,44928.9417,11035,ダイヤモンド - 雪片,光輝く,1,NA,0,,1,,,,1,,
1098,19,962132,149507,44928.92659,44928.9417,379093,記憶 - 牢獄,つらい状況でも逃れられない,2,NA,0,,2,,,,2,,
1099,20,1032123,149507,44928.92659,44928.9417,69978,鍵 - 答え,重要なものごと,1,SHにないが部分的な特徴が一致,0,,1,,,,1,,
1100,21,1092754,149507,44928.92659,44928.9417,60620,結婚 - 合金,複数の物や人から成り立つ,1,組み合わせ要素が強い,0,,1,,,,1,,
1101,22,1161202,149507,44928.92659,44928.9417,68435,思考 - 網,はりめぐらすもの,2,NA,0,,2,,,,2,,
1102,23,1237633,149507,44928.92659,44928.9417,76419,学位 - 橋,長い道のり,1,部分的な特徴が一致,1,,1,,,,1,,
1103,24,1269167,149507,44928.92659,44928.9417,31524,美術館 - 墓,心が落ち着く場所,1,静かと同じ,0,,1,,,,1,,
1104,25,1298279,149507,44928.92659,44928.9417,29105,若者 - 鳥,跳びたつもの,2,NA,1,,2,,,,2,,
1105,2,30026,2099674,44928.93247,44928.94191,15359,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
1106,3,47664,2099674,44928.93247,44928.94191,17635,剣 - 拳銃,攻撃もするし防御をするもの,1,NA,0,,1,,,,1,,
1107,4,53089,2099674,44928.93247,44928.94191,5421,みかん - ボール,丸いもの,1,NA,0,,1,,,,1,,
1108,5,64546,2099674,44928.93247,44928.94191,11453,太陽 - 電球,明るく光っている,2,NA,0,,2,,,,2,,
1109,6,81379,2099674,44928.93247,44928.94191,16829,紙 - 葉っぱ,薄いペラペラしたもの,1,NA,0,,1,,,,1,,
1110,7,97725,2099674,44928.93247,44928.94191,16343,山頂 - 針,とんがっている,2,NA,0,,2,,,,2,,
1111,8,114420,2099674,44928.93247,44928.94191,16692,道 - 川,長くつづいている,1,NA,1,1,1,1,,,1,,NA
1112,9,129390,2099674,44928.93247,44928.94191,14966,愛 - 薬物,なかなかぬけだせないもの,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1113,10,145757,2099674,44928.93247,44928.94191,16362,山 - 障害物,苦しい事がある,1,苦労すると同義か,0,,1,,,,1,,
1114,11,158287,2099674,44928.93247,44928.94191,12526,輪っか - ネックレス,丸く一巡しているもの,2,NA,0,,2,,,,2,,
1115,12,204664,2099674,44928.93247,44928.94191,46373,孤独 - 砂漠,取り残されると大変なことになる,1,NA,0,,1,,,,1,,
1116,13,224902,2099674,44928.93247,44928.94191,20235,なぞなぞ - 迷宮,答えが出るまで考え続けるもの,2,解決できると同義か; SHにはない,0,,2,,,,2,,
1117,14,236647,2099674,44928.93247,44928.94191,11741,時間 - 川,流れ続けるもの,2,NA,0,,2,,,,2,,
1118,15,246980,2099674,44928.93247,44928.94191,10329,会社 - 木,成長していくもの,1,NA,0,,1,,,,1,,
